Grantee Name,Grant Number,Program Name,City,State,ZIP Code,County,Congressional District,Award Fiscal Year,Award Funding
APLA HEALTH & WELLNESS,H8ECS38527,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Los Angeles,CA,90005-2319,Los Angeles,CA-34,2020,"$255,049.00"
Appalachian District Health Department,H8CCS34547,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Sparta,NC,28675-3000,Alleghany,NC-05,2020,"$57,061.00"
Appalachian District Health Department,H8DCS36391,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Sparta,NC,28675-3000,Alleghany,NC-05,2020,"$620,540.00"
Appalachian District Health Department,H8ECS38197,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Sparta,NC,28675-3000,Alleghany,NC-05,2020,"$167,569.00"
Appalachian Mountain Community Health Centers,H8CCS34560,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Asheville,NC,28801-4136,Buncombe,NC-10,2020,"$62,412.00"
Appalachian Mountain Community Health Centers,H8DCS36495,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Asheville,NC,28801-4136,Buncombe,NC-10,2020,"$761,090.00"
Appalachian Mountain Community Health Centers,H8ECS37850,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Asheville,NC,28801-4136,Buncombe,NC-10,2020,"$271,219.00"
ARCARE,H8CCS34011,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Augusta,AR,72006-2309,Woodruff,AR-01,2020,"$102,589.00"
ARCARE,H8DCS35401,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Augusta,AR,72006-2309,Woodruff,AR-01,2020,"$1,716,035.00"
ARCARE,H8ECS38239,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Augusta,AR,72006-2309,Woodruff,AR-01,2020,"$1,145,659.00"
"Arkansas Verdigris Valley Health Centers, Inc.",H8CCS34133,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Porter,OK,74454-1015,Wagoner,OK-01,2020,"$57,061.00"
"Arkansas Verdigris Valley Health Centers, Inc.",H8DCS35551,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Porter,OK,74454-1015,Wagoner,OK-01,2020,"$621,515.00"
"Arkansas Verdigris Valley Health Centers, Inc.",H8ECS38517,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Porter,OK,74454-1015,Wagoner,OK-01,2020,"$180,049.00"
ARROYO VISTA FAMILY HEALTH FOUNDATION,H8CCS34475,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Los Angeles,CA,90042-4232,Los Angeles,CA-34,2020,"$82,385.00"
ARROYO VISTA FAMILY HEALTH FOUNDATION,H8DCS35545,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Los Angeles,CA,90042-4232,Los Angeles,CA-34,2020,"$1,092,875.00"
ARROYO VISTA FAMILY HEALTH FOUNDATION,H8ECS38827,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Los Angeles,CA,90042-4232,Los Angeles,CA-34,2020,"$434,599.00"
Asher Community Health Center,H8CCS34246,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Fossil,OR,97830-8371,Wheeler,OR-02,2020,"$51,324.00"
Asher Community Health Center,H8DCS35697,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Fossil,OR,97830-8371,Wheeler,OR-02,2020,"$522,530.00"
Asher Community Health Center,H8ECS37693,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Fossil,OR,97830-8371,Wheeler,OR-02,2020,"$114,514.00"
"Asian American Health Coalition Of the Greater Houston Area, Inc.",H8CCS35290,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Houston,TX,77036-5110,Harris,TX-09,2020,"$73,889.00"
"Asian American Health Coalition Of the Greater Houston Area, Inc.",H8DCS36417,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Houston,TX,77036-5110,Harris,TX-09,2020,"$975,380.00"
"Asian American Health Coalition Of the Greater Houston Area, Inc.",H8ECS38220,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Houston,TX,77036-5110,Harris,TX-09,2020,"$445,549.00"
"Asian Americans For Community Involvement Of Santa Clara, Inc, The",H8CCS34484,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Jose,CA,95128-2680,Santa Clara,CA-18,2020,"$52,069.00"
"Asian Americans For Community Involvement Of Santa Clara, Inc, The",H8DCS35826,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Jose,CA,95128-2680,Santa Clara,CA-18,2020,"$543,485.00"
"Asian Americans For Community Involvement Of Santa Clara, Inc, The",H8ECS38203,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Jose,CA,95128-2680,Santa Clara,CA-18,2020,"$133,354.00"
"Asian And Pacific Islander Wellness Center, Inc.",H8CCS34061,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Francisco,CA,94109-7813,San Francisco,CA-12,2020,"$50,868.00"
"Asian And Pacific Islander Wellness Center, Inc.",H8DCS35771,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Francisco,CA,94109-7813,San Francisco,CA-12,2020,"$511,685.00"
"Asian And Pacific Islander Wellness Center, Inc.",H8ECS38461,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Francisco,CA,94109-7813,San Francisco,CA-12,2020,"$125,014.00"
ASIAN HEALTH SERVICES,H8CCS34099,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Oakland,CA,94607-4707,Alameda,CA-13,2020,"$68,486.00"
ASIAN HEALTH SERVICES,H8DCS35661,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Oakland,CA,94607-4707,Alameda,CA-13,2020,"$972,575.00"
ASIAN HEALTH SERVICES,H8ECS37744,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Oakland,CA,94607-4707,Alameda,CA-13,2020,"$526,579.00"
ASIAN HUMAN SERVICES FAMILY HEALTH CENTER,H8CCS34442,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Chicago,IL,60659-4128,Cook,IL-09,2020,"$73,286.00"
ASIAN HUMAN SERVICES FAMILY HEALTH CENTER,H8DCS36163,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Chicago,IL,60659-4128,Cook,IL-09,2020,"$895,370.00"
ASIAN HUMAN SERVICES FAMILY HEALTH CENTER,H8ECS38708,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Chicago,IL,60659-4128,Cook,IL-09,2020,"$311,239.00"
"Asian Pacific Health Care Venture, Inc.",H8CCS34478,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Los Angeles,CA,90029-2256,Los Angeles,CA-28,2020,"$69,675.00"
"Asian Pacific Health Care Venture, Inc.",H8DCS35651,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Los Angeles,CA,90029-2256,Los Angeles,CA-28,2020,"$872,150.00"
"Asian Pacific Health Care Venture, Inc.",H8ECS38310,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Los Angeles,CA,90029-2256,Los Angeles,CA-28,2020,"$343,324.00"
"Asian Services in Action, Inc.",H8CCS34895,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Akron,OH,44304-1526,Summit,OH-13,2020,"$52,582.00"
"Asian Services in Action, Inc.",H8DCS36699,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Akron,OH,44304-1526,Summit,OH-13,2020,"$551,330.00"
"Asian Services in Action, Inc.",H8ECS38780,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Akron,OH,44304-1526,Summit,OH-13,2020,"$138,304.00"
"Atascosa Health Center, Inc.",H8CCS35248,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Pleasanton,TX,78064-4033,Atascosa,TX-28,2020,"$72,034.00"
"Atascosa Health Center, Inc.",H8DCS36464,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Pleasanton,TX,78064-4033,Atascosa,TX-28,2020,"$914,855.00"
"Atascosa Health Center, Inc.",H8ECS38012,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Pleasanton,TX,78064-4033,Atascosa,TX-28,2020,"$360,529.00"
ATCHISON COMMUNITY HEALTH CLINIC,H8CCS34778,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Atchison,KS,66002-1203,Atchison,KS-02,2020,"$53,116.00"
ATCHISON COMMUNITY HEALTH CLINIC,H8DCS36105,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Atchison,KS,66002-1203,Atchison,KS-02,2020,"$552,665.00"
ATCHISON COMMUNITY HEALTH CLINIC,H8ECS38939,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Atchison,KS,66002-1203,Atchison,KS-02,2020,"$132,724.00"
Athens Neighborhood Health Center,H8CCS34615,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Athens,GA,30601-2635,Clarke,GA-10,2020,"$59,377.00"
Athens Neighborhood Health Center,H8DCS36071,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Athens,GA,30601-2635,Clarke,GA-10,2020,"$675,635.00"
Athens Neighborhood Health Center,H8ECS37672,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Athens,GA,30601-2635,Clarke,GA-10,2020,"$199,834.00"
Atlanticare Health Services Inc,H8CCS35036,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Egg Harbor Township,NJ,08234-5549,Atlantic,NJ-02,2020,"$60,501.00"
Atlanticare Health Services Inc,H8DCS36375,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Egg Harbor Township,NJ,08234-5549,Atlantic,NJ-02,2020,"$694,115.00"
Atlanticare Health Services Inc,H8ECS38159,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Egg Harbor Township,NJ,08234-5549,Atlantic,NJ-02,2020,"$224,629.00"
"Audubon Area Community Care Clinic, Inc.",H8CCS34612,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Owensboro,KY,42301-1952,Daviess,KY-02,2020,"$51,029.00"
"Audubon Area Community Care Clinic, Inc.",H8DCS36339,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Owensboro,KY,42301-1952,Daviess,KY-02,2020,"$514,925.00"
"Audubon Area Community Care Clinic, Inc.",H8ECS38167,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Owensboro,KY,42301-1952,Daviess,KY-02,2020,"$110,329.00"
"Aunt Martha's Health And Wellness, Inc.",H8CCS34445,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Olympia Fields,IL,60461-1021,Cook,IL-02,2020,"$118,461.00"
"Aunt Martha's Health And Wellness, Inc.",H8DCS36160,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Olympia Fields,IL,60461-1021,Cook,IL-02,2020,"$1,861,895.00"
"Aunt Martha's Health And Wellness, Inc.",H8ECS38117,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Olympia Fields,IL,60461-1021,Cook,IL-02,2020,"$1,023,874.00"
Avenal Community Health Center,H8CCS34466,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Lemoore,CA,93245-2611,Kings,CA-21,2020,"$77,346.00"
Avenal Community Health Center,H8DCS35725,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Lemoore,CA,93245-2611,Kings,CA-21,2020,"$1,073,300.00"
Avenal Community Health Center,H8ECS38803,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Lemoore,CA,93245-2611,Kings,CA-21,2020,"$593,059.00"
"Axesspointe Community Health Center, Inc.",H8CCS34906,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Akron,OH,44306-3771,Summit,OH-11,2020,"$66,854.00"
"Axesspointe Community Health Center, Inc.",H8DCS36654,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Akron,OH,44306-3771,Summit,OH-11,2020,"$868,100.00"
"Axesspointe Community Health Center, Inc.",H8ECS38576,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Akron,OH,44306-3771,Summit,OH-11,2020,"$419,374.00"
"Axis Community Health, Inc.",H8CCS34468,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Pleasanton,CA,94566-6611,Alameda,CA-15,2020,"$65,963.00"
"Axis Community Health, Inc.",H8DCS35735,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Pleasanton,CA,94566-6611,Alameda,CA-15,2020,"$806,585.00"
"Axis Community Health, Inc.",H8ECS37822,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Pleasanton,CA,94566-6611,Alameda,CA-15,2020,"$279,544.00"
"B-K Health Center, Inc.",H8CCS35231,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Montrose,PA,18801-1317,Susquehanna,PA-12,2020,"$53,555.00"
"B-K Health Center, Inc.",H8DCS36642,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Montrose,PA,18801-1317,Susquehanna,PA-12,2020,"$581,855.00"
"B-K Health Center, Inc.",H8ECS38216,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Montrose,PA,18801-1317,Susquehanna,PA-12,2020,"$173,569.00"
"Bakersville Community Medical Clinic, Incorporated",H8CCS34530,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Bakersville,NC,28705-6502,Mitchell,NC-11,2020,"$56,882.00"
"Bakersville Community Medical Clinic, Incorporated",H8DCS36408,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Bakersville,NC,28705-6502,Mitchell,NC-11,2020,"$648,470.00"
"Bakersville Community Medical Clinic, Incorporated",H8ECS38759,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Bakersville,NC,28705-6502,Mitchell,NC-11,2020,"$214,024.00"
BALDWIN FAMILY HEALTH CARE,H8CCS34168,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Baldwin,MI,49304-7984,Lake,MI-02,2020,"$67,541.00"
BALDWIN FAMILY HEALTH CARE,H8DCS35589,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Baldwin,MI,49304-7984,Lake,MI-02,2020,"$932,345.00"
BALDWIN FAMILY HEALTH CARE,H8ECS38071,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Baldwin,MI,49304-7984,Lake,MI-02,2020,"$482,044.00"
"BALTIMORE MEDICAL SYSTEM, INC.",H8CCS34375,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Baltimore,MD,21213-2029,Baltimore City,MD-03,2020,"$103,861.00"
"BALTIMORE MEDICAL SYSTEM, INC.",H8DCS36318,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Baltimore,MD,21213-2029,Baltimore City,MD-03,2020,"$1,644,575.00"
"BALTIMORE MEDICAL SYSTEM, INC.",H8ECS38564,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Baltimore,MD,21213-2029,Baltimore City,MD-03,2020,"$929,779.00"
Bandon Community Health Center,H8CCS34160,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Bandon,OR,97411-9301,Coos,OR-04,2020,"$52,379.00"
Bandon Community Health Center,H8DCS35705,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Bandon,OR,97411-9301,Coos,OR-04,2020,"$551,075.00"
Bandon Community Health Center,H8ECS38243,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Bandon,OR,97411-9301,Coos,OR-04,2020,"$138,019.00"
"Banyan Community Health Center, Inc.",H8CCS35096,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Miami,FL,33126-2080,Miami-Dade,FL-25,2020,"$64,700.00"
"Banyan Community Health Center, Inc.",H8DCS35990,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Miami,FL,33126-2080,Miami-Dade,FL-25,2020,"$781,880.00"
"Banyan Community Health Center, Inc.",H8ECS38726,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Miami,FL,33126-2080,Miami-Dade,FL-25,2020,"$314,059.00"
"Baptist Community Health Services, Inc.",H8CCS34974,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),New Orleans,LA,70117-4258,Orleans,LA-02,2020,"$54,887.00"
"Baptist Community Health Services, Inc.",H8DCS35746,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",New Orleans,LA,70117-4258,Orleans,LA-02,2020,"$569,399.00"
"Baptist Community Health Services, Inc.",H8ECS38134,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),New Orleans,LA,70117-4258,Orleans,LA-02,2020,"$163,339.00"
"BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC.",H8CCS35278,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Antonio,TX,78220-1013,Bexar,TX-35,2020,"$132,713.00"
"BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC.",H8DCS36416,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Antonio,TX,78220-1013,Bexar,TX-35,2020,"$2,041,250.00"
"BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC.",H8ECS38172,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Antonio,TX,78220-1013,Bexar,TX-35,2020,"$1,157,704.00"
BARTZ-ALTADONNA COMMUNITY HEALTH CENTER,H8CCS34219,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Lancaster,CA,93535-4569,Los Angeles,CA-25,2020,"$56,643.00"
BARTZ-ALTADONNA COMMUNITY HEALTH CENTER,H8DCS35817,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Lancaster,CA,93535-4569,Los Angeles,CA-25,2020,"$639,245.00"
BARTZ-ALTADONNA COMMUNITY HEALTH CENTER,H8ECS38453,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Lancaster,CA,93535-4569,Los Angeles,CA-25,2020,"$230,179.00"
"Baton Rouge Primary Care Collaborative, Inc.",H8CCS34971,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Baton Rouge,LA,70802-3808,East Baton Rouge,LA-02,2020,"$52,567.00"
"Baton Rouge Primary Care Collaborative, Inc.",H8DCS35773,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Baton Rouge,LA,70802-3808,East Baton Rouge,LA-02,2020,"$556,025.00"
"Baton Rouge Primary Care Collaborative, Inc.",H8ECS38192,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Baton Rouge,LA,70802-3808,East Baton Rouge,LA-02,2020,"$139,714.00"
"Battenkill Valley Health Center, Inc.",H8CCS34514,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Arlington,VT,05250-4457,Bennington,VT-00,2020,"$52,311.00"
"Battenkill Valley Health Center, Inc.",H8DCS36208,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Arlington,VT,05250-4457,Bennington,VT-00,2020,"$550,430.00"
"Battenkill Valley Health Center, Inc.",H8ECS37814,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Arlington,VT,05250-4457,Bennington,VT-00,2020,"$146,404.00"
"Bay Clinic, Inc.",H8CCS34733,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Hilo,HI,96720-3089,Hawaii,HI-02,2020,"$65,675.00"
"Bay Clinic, Inc.",H8DCS36074,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Hilo,HI,96720-3089,Hawaii,HI-02,2020,"$876,290.00"
"Bay Clinic, Inc.",H8ECS37886,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Hilo,HI,96720-3089,Hawaii,HI-02,2020,"$418,489.00"
Bay Mills Indian Community,H8CCS34145,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Brimley,MI,49715-9319,Chippewa,MI-01,2020,"$53,462.00"
Bay Mills Indian Community,H8DCS35497,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Brimley,MI,49715-9319,Chippewa,MI-01,2020,"$566,285.00"
Bay Mills Indian Community,H8ECS38108,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Brimley,MI,49715-9319,Chippewa,MI-01,2020,"$143,389.00"
"Bayou La Batre Area Health Development Board, Inc",H8CCS34014,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Irvington,AL,36544-4011,Mobile,AL-01,2020,"$70,830.00"
"Bayou La Batre Area Health Development Board, Inc",H8DCS35400,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Irvington,AL,36544-4011,Mobile,AL-01,2020,"$862,955.00"
"Bayou La Batre Area Health Development Board, Inc",H8ECS37895,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Irvington,AL,36544-4011,Mobile,AL-01,2020,"$296,524.00"
BEACON CHRISTIAN COMMUNITY HEALTH CENTER,H8CCS35126,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Staten Island,NY,10303-1865,Richmond,NY-11,2020,"$54,388.00"
BEACON CHRISTIAN COMMUNITY HEALTH CENTER,H8DCS36584,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Staten Island,NY,10303-1865,Richmond,NY-11,2020,"$595,805.00"
BEACON CHRISTIAN COMMUNITY HEALTH CENTER,H8ECS38869,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Staten Island,NY,10303-1865,Richmond,NY-11,2020,"$160,174.00"
"Bear Lake Community Health Center, Inc.",H8CCS34964,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Garden City,UT,84028,Rich,UT-01,2020,"$70,852.00"
"Bear Lake Community Health Center, Inc.",H8DCS35884,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Garden City,UT,84028,Rich,UT-01,2020,"$889,940.00"
