Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
354716314909000,Swing Left,Swing Left,4152,25
100256754899828,Patriot's Cave,Patriots Cave,4139,39
170004579701070,RootsAction,Action For A Progressive Future,4113,21
70874333603,CatholicVote,catholicvote.org,4103,71
586751814690068,Joni Ernst,Joni for Iowa,4072,54
100150481787475,Yes on J,Committee to Re-Imagine L.A. County,4063,32
107654924064350,Pat Timmons-Goodson,PATRICIA TIMMONS-GOODSON FOR CONGRESS,4054,59
277005566267077,Blueland,Blueland,4053,31
513695272011123,The Genesis Prize,GPF NA LLC,4040,24
1438722236161076,County of Los Angeles,County of Los Angeles,4040,25
183893624412,Virginia Department of Elections,Virginia Department of Elections with Facebook Ad Credits,4034,6
345234251112,Judicial Crisis Network,Judicial Crisis Network,4032,6
216289718567425,Fight for 15 Florida,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),4022,12
10766454479,Republican Party of Florida,REPUBLICAN PARTY OF FLORIDA,4017,25
108182477657777,Georgia United Victory,Georgia United Victory,4007,16
100632698451078,Minnesota Values,DFL Senate Caucus,4003,120
750053788435485,Texas Oil and Gas Association,Texas Oil & Gas Association,3993,25
95181800661,Levi's,Levi's®,3990,64
19972147679,SEIU,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),3981,74
103644036958,United Association,United Association Political Education Committee,3979,170
1925751504337881,MJ Hegar,MJ FOR TEXAS,3978,24
206372732710668,Working Michigan,Working Michigan PAC,3968,14
165282683518197,Minnesota Department of Health,Minnesota Department of Health,3963,24
110326484168705,Our Arizona,The Future We Need and not authorized by any candidate or candidate committee.,3953,7
106372766264,NYS Democratic Senate Campaign Committee (DSCC),NYS Democratic Senate Campaign Committee,3934,10
101127364972509,Dems For USA,Dems For USA,3928,130
1374134752633656,New Health Plans,Shop Insurance Plans,3922,33
596556607135301,The Earthling Co.,The Earthling Co.,3904,113
266344180585578,Jim Jordan for Congress,JIM JORDAN FOR CONGRESS,3901,4
215199482635728,Alek Skarlatos,ALEK FOR OREGON,3873,38
268709413907753,Our American Century,OUR AMERICAN CENTURY,3862,15
20612127118,North Carolina Democratic Party,NORTH CAROLINA DEMOCRATIC PARTY - FEDERAL,3839,14
101075798356272,ReOpen America Now,Command Center Holdings LLC,3825,6
259212814698356,Democratic Majority for Israel,DMFI PAC,3807,28
102096898291002,AAPI Vote 2020,DCCC,3805,51
877489392359717,For Our Future Ohio,FOR OUR FUTURE,3798,11
376776419037747,Turning Point USA,Turning Point USA,3767,46
106438637853917,One For All Committee,ONE FOR ALL COMMITTEE,3766,6
356482637745012,Stansberry Research,Stansberry Research,3738,29
1747132688647028,Democratic Association of Secretaries of State,Democratic Association of Secretaries of State,3707,63
80060452756,Congressional Black Caucus Foundation,CONGRESSIONAL BLACK CAUCUS FOUNDATION INC,3699,3
717022005384027,BIOAction,BIOTECHNOLOGY INNOVATION ORGANIZATION,3694,12
105246547735959,North Star Values,Senate Victory Fund,3685,120
1503775703175921,NCPIRG,Story Network Foundation,3669,6
2353537341582545,Proud Patriots,Proud Patriots,3646,299
100556838454730,Trump For North Carolina,"DONALD J. TRUMP FOR PRESIDENT, INC.",3629,209
103548911154638,Rural America 2020,Rural America Fund,3626,46
485980975070908,Abigail Spanberger,SPANBERGER FOR CONGRESS,3617,112
393932827634250,Dissent Pins,Common Practice,3613,29
108207277708370,Wildest Montana,MONTANANS FOR BULLOCK,3601,4
892673067526965,Project War Path,Project War Path,3579,239
50576707351,Republican State Leadership Committee,Republican State Leadership Committee,3567,83
601903443234497,John Kane for Senate,Kane for Senate,3563,19
103571278142168,Joni Ernst Isn’t On Our Side,DSCC,3558,56
1012679305536045,Elissa Slotkin for Congress,ELISSA SLOTKIN FOR CONGRESS,3540,8
156995058171029,Josh Newman,Newman for State Senate 2020 FPPC ID# 1392939,3468,27
1156676274461345,Mikie Sherrill,MIKIE SHERRILL FOR CONGRESS,3461,10
107609657630105,Sara Gideon Facts,the NRSC and not authorized by any candidate or candidate's committee.,3458,65
115263640318227,Miller-Meeks,DCCC,3453,6
82076817158,Iowa GOP,Republican Party of Iowa,3449,44
104224114671958,Energy For Progress,The American Petroleum Institute,3449,1179
595923557757009,Tom Kilbride for Supreme Court Judge,Kilbride For Supreme Court Judge,3431,2
100562019990818,U.S. Term Limits,U.S. Term Limits Inc.,3420,291
111581113532778,Yes on 2: Ranked Choice Voting,Ranked Choice Voting 2020 Committee,3413,14
105415064625532,Keep Kentucky Great,Keep Kentucky Great,3411,18
40102638699,J Street,J STREET EDUCATION FUND INC,3411,3
119193192945,NC House Republicans,North Carolina House Republican Caucus,3409,20
174905503013610,Harley Rouda,HARLEY ROUDA FOR CONGRESS,3396,14
80562389320,NARAL Pro-Choice America,NARAL Pro-Choice America,3394,5
109042030853888,SEIU Virginia,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),3360,56
6204742571,Sierra Club,SIERRA CLUB,3356,199
260754507296508,The Voter Participation Center,Voter Participation Center,3344,1348
587492097959347,Orange County Registrar of Voters,Orange County Registrar of Voters,3337,23
205826147784,New Hampshire Democratic Party,NEW HAMPSHIRE DEMOCRATIC PARTY,3331,7
167586229923327,World Food Program USA,World Food Program USA,3327,234
136068911187003,Local Choice Colorado,Local Choice Colorado,3315,84
108109934203874,Insta Shop Boutique,Insta Shop Boutique,3296,22
15687409793,World Wildlife Fund,World Wildlife Fund,3291,56
2738187516193923,Rosemary Becchi for Congress,Becchi for Congress,3280,11
112727840498351,No On Prop 20,No on Prop 20 - Californians Against the Prison Spending Scam,3263,89
355316521236121,John Cornyn,Cornyn Majority Texas,3251,87
19554217292,American Heart Association: You're the Cure,American Heart Association,3245,8
717115395103069,PrintedKicks,Printed Kicks,3245,45
107439427661844,Accountable Tech,Accountable Tech,3232,22
116546288359245,Heritage Action for America,HERITAGE ACTION FOR AMERICA,3230,61
50614167032,Spectrum News 1 North Carolina,Spectrum News,3220,60
201847089929522,Wisconsin Voices,WISCONSIN VOICES INC,3205,37
104902061111847,A Better Wisconsin Together Political Fund,A Better Wisconsin Together Political Fund,3198,6
260933440643373,UltraViolet,UltraViolet Action,3186,26
834645469890446,Devin Nunes,DEVIN NUNES CAMPAIGN COMMITTEE,3170,11
321164501272134,WA Secretary of State,Washington Office of the Secretary of State with Facebook Ad Credits,3167,10
108385597553152,Working People's Platform,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),3163,39
130467958471,Jason Lewis,Jason Lewis for Senate,3118,11
112499087269289,Extreme Karen Handel,DCCC,3112,6
107038924352529,Big Money Mark Kelly,NRSC,3111,33
243399129090445,Christina Hale,HOOSIERS FOR HALE,3094,126
2040270322863853,Tina Smith,TINA SMITH FOR MINNESOTA,3089,158
111979867198176,Yes on EE,A Brighter Healthier Future for Colorado's Kids,3088,160
676031862414285,David Young,"Young for Iowa, Inc.",3087,16
905962876138436,United Brotherhood of Carpenters and Joiners of America,United Brotherhood of Carpenters and Joiners of America,3080,22
15524934075,Banana Republic,Banana Republic,3070,10
102772418169411,Good Jobs MT,Good Jobs MT,3059,16
136818983856,Purina,Nestle Purina Petcare Company,3055,5
376813686303011,Keep the Money in Nebraska,Keep the Money In Nebraska,3051,17
115700478533045,Progress North Carolina Action,Progress NC Action,3047,10
105791402802932,Democratic Party of Georgia,SUPER STATES 2020,3041,270
156268994819596,Marc J. Bern & Partners LLP,Marc J. Bern & Partners LLP,3040,5
664770743730817,Dan Feehan for Congress,FRIENDS OF DAN FEEHAN,3035,87
110061623807565,Kelly Loeffler,Georgians for Kelly,3030,29
108557097612242,Vote By Mail PAC,Vote By Mail PAC,3029,145
1141497362717903,Obey Me,These ads ran without a disclaimer,3019,8
107710887461480,Yes on 109,Yes for Psilocybin Therapy,3016,7
1413682351987764,Andy Kim for Congress,ANDY KIM FOR CONGRESS,3015,100
496696933682736,Jeff Merkley,JEFF MERKLEY FOR OREGON,3005,754
1255514891283096,RGA Right Direction PAC,RGA RIGHT DIRECTION PAC,3003,3
138920486202280,VOTE411,League of Women Voters Education Fund,2998,223
59386210330,American Lung Association,AMERICAN LUNG ASSOCIATION,2989,57
419237048158257,Susan Collins,COLLINS FOR SENATOR,2971,32
304750332920654,Carl DeMaio,Reform California,2969,16
113669283796631,Open Cal Now,OpenCalNow,2965,9
103050098137502,Clueless Cal,NRSC,2964,12
38235851310,USA for UNHCR,UNITED STATES ASSOCIATION FOR UNHCR,2963,342
87186661244,Johns Hopkins Bloomberg School of Public Health,Johns Hopkins Bloomberg School of Public Health,2946,10
305832706292882,American Gun Association,GunAssociation.org,2939,107
8501031021,VoteVets.org,VOTEVETS,2938,47
404929222888251,Conservation Colorado,Conservation Colorado,2935,47
251769592193596,Minnesota Values Project,DFL House Caucus,2917,413
118686519962406,NIOSH Aerosol Respirator and Face Shield Protection for The General Public,"Eastern PPE Imports, LLC",2911,8
465483726908192,iVote,iVote Civic Education Fund,2909,24
106019374350134,Yes for Our Libraries,Libraries YES Committee,2904,10
233116802464,Independent Voter,Independent Voter Project,2902,35
501268180023938,Ann Ravel for CA State Senate,Ann Ravel for Senate 2020,2901,18
769672130075351,"Red, Wine, & Blue",Red Wine and Blue,2899,6
1683659714985244,Phil Ehr,EHR FOR CONGRESS,2898,18
1467725903304588,EZ Insure,Benepath,2894,2
350692761610088,Matt Cartwright for U.S. Congress,CARTWRIGHT FOR CONGRESS,2878,48
25121889784,Texas Public Policy Foundation,Texas Public Policy Foundation,2862,477
41309865723,Democrats.com,DEMOCRATS.COM,2839,3
100743933590722,Abigail M. Medina,Medina for State Senate 2020,2836,12
206743952696198,Lower My Bills,"LMB OpCo, LLC",2832,63
141774129212238,Michigan Secretary of State's Office,Michigan Secretary of State's Office,2818,11
74697123892,SEIU MN State Council,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),2807,40
2377166239179411,Nancy Goroff for Congress,Goroff for Congress,2804,45
183424985463330,Joe Cunningham,JOE CUNNINGHAM FOR CONGRESS,2792,25
1517115388513295,Iowa Secretary of State Paul Pate,Iowa Secretary of State,2784,8
234565267058051,Anthony Brindisi For Congress,BRINDISI FOR CONGRESS,2775,109
13759741267,Sesame Workshop,Sesame Workshop,2760,50
269719197271294,Accountable.US,Accountable.US,2756,3
111023584012681,Open Road Homeward,Open Road Homeward,2754,1
104165601449402,Nick Freitas Puts Special Interests First,DCCC,2732,4
2046764608716090,BitLifeApp,These ads ran without a disclaimer,2722,13
255237711773195,Mi AZ,PROGRESSNOW AZ,2718,15
100529241600299,REP.CA,PICO California on behalf of Million Voters Project,2717,108
108309871030353,Great Lakes Job Alliance,Great Lakes Job Alliance,2708,21
143729616392084,Van Drew for Congress,Van Drew for Congress,2704,60
1456310534453054,Veteran Loans Online,"LMB OpCo, LLC",2703,63
152222811464994,One Arizona,One Arizona,2703,17
7659317484,Pearl Jam,Pearl Jam,2701,6
8057376739,The Nature Conservancy,Nature Conservancy,2699,90
7090829369,Peter DeFazio,DEFAZIO FOR CONGRESS,2692,845
111109760748852,African American Priorities 2020,DCCC,2686,42
1552675688372326,Color Of Change PAC,Color Of Change PAC,2684,49
277414242013,Joyce Elliott,JOYCE ELLIOTT FOR CONGRESS,2682,85
622035304631062,Cox for Governor,Cox for Governor,2682,45
107077007769740,Election Protection Arizona,Election Protection Arizona,2680,59
461204744067686,Family Protection Association,Family Protection Association,2673,275
253791814655400,Doug Collins,"COLLINS FOR SENATE, INC.",2668,26
154269528015922,Byron Donalds,Byron Donalds for Congress,2666,21
514167322309353,Dan Crenshaw,Crenshaw For Congress,2664,16
497081420632330,Dr. Hiral Tipirneni,HIRAL FOR CONGRESS,2663,52
106560464175077,The Americano,"Courier Newsroom, Inc.",2660,31
198559607605482,Gunnigle 2020,Gunnigle 2020,2654,8
178934048813608,North Carolina Values Coalition,North Carolina Values Coalition PAC,2650,33
102699394607978,Stop Prop 25,"No on Prop 25 - Stop the Unfair, Unsafe and Costly Ballot Proposition, sponsored by the American Bail Coalition",2649,1
8934429638,Planned Parenthood Action,Planned Parenthood Action Fund,2611,90
462716750781078,Yes On Prop 24 - Californians for Consumer Privacy,"Yes on Prop 24, Californians for Consumer Privacy Committee major funding from Alastair Mactaggart",2606,19
338028696036,Yahoo News,Verizon Media Inc,2602,8
155673185147055,Yes on Prop J,"Support Our Schools - Yes on J  Committee major funding from  Philip Halperin ($50,000)  Sara Morshige Williams ($50,000)  Evan Williams ($50,000)  Financial disclosures are available at sfethics.org",2596,3
109259090549237,Yes on National Popular Vote,Yes on National Popular Vote,2591,67
100114865165274,Vote Yes On Measure RR,"Committee to Save Caltrain, Yes On Measure RR, sponsored by civic and environmental organizations: a coalition of business, labor, and transit advocacy groups. Committee major funding from: Herzog Contracting Corp., John Doerr, HNTB Corporation",2587,4
104033728104744,Michigan Values,SMP,2583,2
6170309302,Dick Durbin,FRIENDS OF DICK DURBIN COMMITTEE,2574,7
102309558248876,Leading Colorado Forward,Leading Colorado Forward,2569,90
1934191280189700,Health Care Voter,"Change Now, Inc.",2566,28
58736997707,Marco Rubio,Marco Rubio for Senate,2564,3
102525478234414,North Carolina Leadership Committee,North Carolina Leadership Committee,2545,71
210820618956311,Community Change Action,Center for Community Change Action,2538,360
1505244559517282,Colin Allred,COLIN ALLRED FOR CONGRESS,2537,29
1596671280578981,Schools & Communities First,Schools and Communities First,2532,5
308159713150350,Voter Protection Project,VOTER PROTECTION PROJECT,2529,16
121308889733676,No on LR 130,Vote No on LR-130,2524,6
593289284500311,Trump Rack,BOXD Marketing,2520,80
176466646087311,DC Fawcett,VREIC,2519,1099
1862511410671222,Dana Ferguson for US Congress,FRIENDS OF DANA FERGUSON,2517,8
1613516851999536,Sunrise Movement,SUNRISE PAC,2517,15
1053453228010578,GO Public Schools Advocates West Contra Costa,"West Contra Costa Kids Can, sponsored by GO Public Schools Advocates. Committee major funding from: Ronald Nahas, Stephen Chamberlin",2508,3
100801038449520,Natural Allies for a Clean Energy Future,"Natural Allies, Inc.",2503,68
100543878456307,Trump for Wisconsin,"DONALD J. TRUMP FOR PRESIDENT, INC.",2502,55
2350631784978320,Michigan Families First,Michigan Democratic State Central Committee,2498,364
106962097619082,Save California Now,SAVECALIFORNIANOW,2492,83
422008131240977,Equality Florida Action PAC,EQUALITY FLORIDA ACTION PAC INC,2490,36
257019421075897,Cory Gardner,Cory Gardner for Senate,2480,27
868259909915525,Susie Lee,Susie Lee for Congress,2475,102
602828763544800,Kate For Congress,KATE FOR CONGRESS,2462,24
104351147973521,BLM Store,www.BLM.store,2458,3
95356211637,Ben Ferguson,Ben Ferguson show,2456,8
109894877501594,Steve Daines Follows The Money,DSCC,2456,36
100461205153414,Hardhats for America,Hard Hats For America,2442,6
2524348974282124,Piedmont Rising,Piedmont Rising,2438,5
2646326642260384,New Hampshire Senate Republicans,NH Senate Republicans PAC,2428,29
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,2426,68
45169169993,Planned Parenthood Minnesota Advocate,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,2421,68
105018037670061,Thrive New Jersey,National Institute for Reproductive Health,2420,20
723136714746586,The Common Ground Project,"The Common Ground Project, Inc",2417,12
11791104453,NRDC,Natural Resources Defense Council,2390,91
407664862957433,Ammar Campa-Najjar for Congress,AMMAR CAMPA-NAJJAR FOR CONGRESS,2385,193
118502801658228,Young Kim,Young Kim for Congress,2382,58
429812024048177,Doug Jones for Senate,DOUG JONES FOR SENATE COMMITTEE,2375,326
698400060189827,Dan Sullivan,Alaskans for Sullivan,2369,89
105767662797725,Jason Shaw,Shaw for PSC,2366,16
109039473797917,Joe Deters for Hamilton County Prosecutor,Deters for Ohio's Future,2365,16
214249329380155,War Eternal,These ads ran without a disclaimer,2346,5
6691963292,Jeanne Shaheen,SHAHEEN FOR SENATE,2344,20
302802586977988,Mountain State Values,Mountain State Values,2318,58
673117639774135,Gretchen Whitmer,Gretchen Whitmer for Governor,2315,104
60449667441,Family Research Council,FAMILY RESEARCH COUNCIL,2309,3
984421991732710,Paycheckology,Paycheckology,2303,32
129914120385683,Families USA,Families USA,2291,4
208689875516,Indiana State Teachers Association,INDIANA STATE TEACHERS ASSOCIATION,2287,37
