Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
216289718567425,Fight for 15 Florida,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),3237,9
251769592193596,Minnesota Values Project,DFL House Caucus,3232,565
210820618956311,Community Change Action,Center for Community Change Action,3218,300
206372732710668,Working Michigan,Working Michigan PAC,3206,12
116546288359245,Heritage Action for America,HERITAGE ACTION FOR AMERICA,3205,83
321164501272134,WA Secretary of State,Washington Office of the Secretary of State with Facebook Ad Credits,3198,10
159433914079029,Inter Tribal Council of Arizona,"INTER TRIBAL COUNCIL OF ARIZONA, INC.",3187,1
50614167032,Spectrum News 1 North Carolina,Spectrum News,3185,60
114625730266879,Republican Voters Against Trump,Defending Democracy Together,3153,12
100863158148988,Commonwealth Communications,Commonwealth Communications,3152,23
100632698451078,Minnesota Values,DFL Senate Caucus,3144,104
658739734196897,CVS Health,CVS HEALTH CORPORATION,3141,4
1682876188698809,United for Respect,WFP IE COMMITTEE,3131,37
309308412520731,Sandy Hook Promise,Sandy Hook Promise,3130,184
154753361224926,CASA in Action,CASA in Action Inc,3121,38
105246547735959,North Star Values,Senate Victory Fund,3118,263
103644036958,United Association,United Association Political Education Committee,3114,150
6165653060,AFSCME,"Paid for by the American Federation of State, County & Municipal Employees PEOPLE, afscme.org/afscme-people. Not authorized by any candidate or candidate’s committee.",3097,29
106667474170866,A Better Wisconsin Together,"A Better Wisconsin Together, Inc.",3097,31
114192057073255,Fight for Our Heroes,Fight for Our Heroes,3096,6
1683659714985244,Phil Ehr,EHR FOR CONGRESS,3094,17
18813753280,Human Rights Campaign,"HUMAN RIGHTS CAMPAIGN, INC",3089,44
356482637745012,Stansberry Research,Stansberry Research,3081,19
1161005637372969,Just Democracy,Just Democracy,3076,167
10766454479,Republican Party of Florida,REPUBLICAN PARTY OF FLORIDA,3065,14
601903443234497,John Kane for Senate,Kane for Senate,3065,14
101240613978671,Reggie Jones-Sawyer Sr.,Jones-Sawyer for Assembly 2020,3049,20
126862261837,SEIU Nevada,"SEIU Political and Education Action Fund, seiu.org. Not authorized by any candidate or candidate's committee.",3039,21
1750524931922821,Jolt Initiative,Jolt Initiative Inc,3034,4
114710126648118,Republican Dogs,Republican Dogs,3020,586
1449461518652183,4Patriots,4Patriots LLC,3020,2
1141497362717903,Obey Me,These ads ran without a disclaimer,3012,8
106968690805026,Sima for Texas,SIMA FOR TEXAS,3008,47
112101860385932,Renew Illinois Power,Renew Illinois Power,3001,86
43287633515,Alliance for Climate Education,Alliance for Climate Education,2984,59
354716314909000,Swing Left,Swing Left,2973,44
114281220409187,Our Neighborhoods First,Our Neighborhoods First,2973,4
161741421170990,Benedict XVI Institute for Sacred Music and Divine Worship,Benedict XVI Institute for Sacred Music and Divine Worship,2970,64
762583443832298,In Our Own Voice: National Black Women's Reproductive Justice Agenda,"In Our Own Voice: National Black Women's Reproductive Justice Agenda, a non-partisan 501(c)(3) organization to lift up the voices of Black women on policy issues.",2956,22
2350631784978320,Michigan Families First,Michigan Democratic State Central Committee,2953,121
497081420632330,Dr. Hiral Tipirneni,HIRAL FOR CONGRESS,2943,52
77852784853,Absolut,Pernod Ricard USA LLC,2894,8
257019421075897,Cory Gardner,Cory Gardner for Senate,2878,33
102959799834968,Diane Mitsch Bush for Colorado,DIANE FOR COLORADO CD3,2876,52
58736997707,Marco Rubio,Marco Rubio for Senate,2876,3
103801844298982,Team Collins,COLLINS FOR SENATOR,2861,13
338028696036,Yahoo News,Verizon Media Inc,2857,7
916623425064173,One Nation,One Nation,2856,104
101705098342029,Hawkeye Values,SMP,2849,2
243399129090445,Christina Hale,HOOSIERS FOR HALE,2847,35
182616238486183,Federal Student Aid,"Federal Student Aid, an office of the U.S. Department of Education",2839,29
134323820585259,Black Voters Matter,Black Voters Matter Fund Inc,2831,18
1255514891283096,RGA Right Direction PAC,RGA RIGHT DIRECTION PAC,2818,3
304750332920654,Carl DeMaio,Reform California,2811,11
106962681174716,Padres y familias por Efren Martinez para Assembly 2020,Padres y familias por Efren Martinez para Assembly 2020 patrocinado por EdVoice,2776,6
102772418169411,Good Jobs MT,Good Jobs MT,2771,8
149366465128820,Nicole Galloway,Nicole Galloway for Missouri,2760,45
601472019907779,Latino Victory,Latino Victory,2755,50
100969075095884,Wisconsin Votes Trump Out,TECH FOR CAMPAIGNS,2754,9
13759741267,Sesame Workshop,Sesame Workshop,2753,50
103373224404755,Impact Slates,COLLECTIVE IMPACT PAC,2748,94
102671331487937,I Love My Freedom Store,I Love My Freedom,2743,109
277414242013,Joyce Elliott,JOYCE ELLIOTT FOR CONGRESS,2739,88
150454645013752,Colorado Secretary of State's Office,"The Office of Jena Griswold, Colorado Secretary of State",2736,72
25121889784,Texas Public Policy Foundation,Texas Public Policy Foundation,2702,516
1925751504337881,MJ Hegar,MJ FOR TEXAS,2689,20
115263640318227,Miller-Meeks,DCCC,2682,12
665345483483486,NRA - National Rifle Association of America,NATIONAL RIFLE ASSN OF AMERICA,2678,107
233116802464,Independent Voter,Independent Voter Project,2674,24
253791814655400,Doug Collins,"COLLINS FOR SENATE, INC.",2673,24
96935476345,Democratic Governors Association (DGA),DEMOCRATIC ACTION,2668,88
302802586977988,Mountain State Values,Mountain State Values,2666,64
7659317484,Pearl Jam,Pearl Jam,2651,6
181467702005600,Mark Warner VA,FRIENDS OF MARK WARNER,2643,59
100926135067368,Defend Your Police,Defend Your Police,2640,3
174905503013610,Harley Rouda,HARLEY ROUDA FOR CONGRESS,2639,8
2377166239179411,Nancy Goroff for Congress,Goroff for Congress,2637,38
101813324579753,Goodbyegaspar,San Diegans Opposing Gaspar for Supervisor 2020 sponsored by labor organizations.  Committee major funding from SEIU United Healthcare Workers West San Diego County Building Trades Council Family Housing Corp. dba National City Park Apartments and Affiliated Entities United Domestic Workers of America Not authorized by a candidate or committee controlled by a candidate.,2634,10
410353089720802,Santa Clara County - Office of the Census,"County of Santa Clara, Office of the Census",2630,1
180060629247353,Elaine Luria for Congress,ELAINE FOR CONGRESS,2628,6
15188122178,The Hamilton Collection,The Hamilton Collection,2622,8
124155874263916,Participant Media,Participant Media,2620,74
1517115388513295,Iowa Secretary of State Paul Pate,Iowa Secretary of State,2609,6
115985765081573,Campaign Legal Center,"CAMPAIGN LEGAL CENTER, INC, THE",2608,34
178934048813608,North Carolina Values Coalition,North Carolina Values Coalition PAC,2608,33
100801038449520,Natural Allies for a Clean Energy Future,"Natural Allies, Inc.",2606,60
5633824547,FreedomWorks,"FREEDOMWORKS, INC.",2577,55
100196321464467,Dream Defenders Fight Pac,Dream Defenders Fight PAC,2568,2
245711905631405,Jeff Jackson,Jeff Jackson for NC Senate,2564,11
95356211637,Ben Ferguson,Ben Ferguson show,2553,17
104033728104744,Michigan Values,SMP,2548,2
24368700098,Illinois Republican Party,Illinois Republican Party,2548,13
6170309302,Dick Durbin,FRIENDS OF DICK DURBIN COMMITTEE,2534,4
167586229923327,World Food Program USA,World Food Program USA,2532,112
113666459994300,Big Dan Rodimer for Congress,RODIMER FOR CONGRESS,2510,18
2255535767896743,Mark Robinson for N.C.,Mark Robinson for NC,2509,16
100107288400450,EMAA Project,Expanding Medication Abortion Access (EMAA) Project,2507,3
106928861137262,Global Final Expense Assistance,Kohv8,2507,22
107609657630105,Sara Gideon Facts,the NRSC and not authorized by any candidate or candidate's committee.,2493,91
785144711668660,Our Iowa Values,Iowa Values,2490,2
370939753393588,Invest in Education Arizona,Invest in Education. (Sponsored by AEA and Stand for Children). Not authorized by any candidate.,2486,16
160812223943418,Florida Immigrant Coalition,Florida Immigrant Coalition,2480,18
114852290355716,Dangerous McCormick,DCCC,2480,12
111288764064979,Americans for All,Americans for All,2468,4
419237048158257,Susan Collins,COLLINS FOR SENATOR,2460,28
237477017606,Club for Growth,Club for Growth,2453,10
601866646490885,Ohio Voter Rights Coalition,Common Cause,2453,89
105767662797725,Jason Shaw,Shaw for PSC,2444,11
1470540296409810,Fair Fight Action,Fair Fight,2440,16
643463669628493,Public Opinion Research Group,"Public Opinion Research Group, Inc",2428,1011
50576707351,Republican State Leadership Committee,Republican State Leadership Committee,2416,48
105923581265981,Florida Can’t Afford Corrupt Carlos Giménez,DCCC,2403,18
104142543758770,Campaign Zero,We The Protesters,2392,17
104766211232210,Feel Good Voting,Feel Good Action,2387,78
462716750781078,Yes On Prop 24 - Californians for Consumer Privacy,"Yes on Prop 24, Californians for Consumer Privacy Committee major funding from Alastair Mactaggart",2383,19
773318219355600,The Board of Elections in the City of New York,Board of Elections in the City of New York,2359,20
425809901119477,Georgia Safe and Strong,"Georgia Safe And Strong, Inc.",2353,24
393932827634250,Dissent Pins,Common Practice,2351,25
102309558248876,Leading Colorado Forward,Leading Colorado Forward,2347,82
2046764608716090,BitLifeApp,These ads ran without a disclaimer,2347,13
111581497026836,Harris County Community Services Department- HCCSD,Harris County Community Services Department,2312,7
100772435078679,Arizona Families First,Arizona Families First,2312,16
141774129212238,Michigan Secretary of State's Office,Michigan Secretary of State's Office,2310,4
1013304945470529,My Pride Apparel,My Pride Apparel,2306,7
234565267058051,Anthony Brindisi For Congress,BRINDISI FOR CONGRESS,2300,99
530604487365010,Old Glory Flagpole Kits,Service First,2299,63
106560464175077,The Americano,"Courier Newsroom, Inc.",2299,32
109320440856128,Together Beat Hate,"Foundation to Combat Anti-Semitism, Inc.",2294,1
100233228182981,Madison Cawthorn for Congress,CAWTHORN FOR NC,2291,94
103483631422860,Abortion Access For All - No On 115,Abortion Access For All,2289,12
103185334702225,Stop Trump PAC,STOP 45 PAC,2283,7
36872302227,Cory Booker,Cory Booker for Senate,2282,88
104165601449402,Nick Freitas Puts Special Interests First,DCCC,2268,4
183424985463330,Joe Cunningham,JOE CUNNINGHAM FOR CONGRESS,2264,9
110061623807565,Kelly Loeffler,Georgians for Kelly,2259,16
347844152343949,Sara Jacobs,Sara Jacobs for Congress,2259,16
698400060189827,Dan Sullivan,Alaskans for Sullivan,2256,114
432898240078029,Oil and Gas Safety Supply,Oil & Gas Safety Supply,2250,3
101464921262312,Alaina for Congress 2020,Alaina Shearer for Congress,2241,28
214468241983551,Republican Assembly Campaign Committee (RACC),Republican Assembly Campaign Committee,2236,58
1107973016071967,Wesley Hunt,Hunt for Congress,2227,23
776519762498598,Count MI Vote,COUNT MI VOTE,2225,1
255237711773195,Mi AZ,PROGRESSNOW AZ,2214,29
810122486032496,Jackie Gordon,JACKIE GORDON FOR CONGRESS,2211,66
107677287710124,Amendment 2 Hurts You,Amendment 2 Hurts You,2209,75
676031862414285,David Young,"Young for Iowa, Inc.",2205,17
102212541306207,Self-Employed Health Insurance,GROW with MKG LLC,2199,31
1037157259782946,Colorado Way,The Story of Us,2198,9
858210161010020,Tom Malinowski for Congress,TOM MALINOWSKI FOR CONGRESS,2195,48
113437503753889,The Real Steve Bullock,NRSC,2191,26
602828763544800,Kate For Congress,KATE FOR CONGRESS,2188,23
2037695643113766,Blexit,Blexit Foundation,2177,58
21375324480,The Heritage Foundation,HERITAGE FOUNDATION (THE),2175,408
411278849271529,Lizzie Pannill Fletcher for Congress,ELIZABETH PANNILL FLETCHER FOR CONGRESS,2164,9
105685237720076,Better Future MI Fund,Better Future MI Fund,2160,6
170004579701070,RootsAction,Action For A Progressive Future,2154,14
901312846740457,Progress Michigan Political Action Fund,Progress Michigan Political Action Committee,2146,68
243362776583569,Air Mail,Air Mail,2145,15
59386210330,American Lung Association,AMERICAN LUNG ASSOCIATION,2144,12
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",2142,13
112499087269289,Extreme Karen Handel,DCCC,2141,6
109217467244059,Yes on 110,More Treatment for a Better Oregon: Yes on 110,2138,15
259212814698356,Democratic Majority for Israel,DMFI PAC,2136,31
925007000949719,ExxonMobil,Exxon Mobil Corporation,2136,62
379629934282,Mike Parson,Parson for Missouri,2131,4
153830875265,Hamilton County Republican Party,Hamilton County Republican Party,2123,3
110239177250087,Family Friendly Michigan,FAMILY FRIENDLY ACTION PAC,2121,18
103531607822207,Noticias para Inmigrantes,"Wise Rock Media, PBC",2110,10
1435071773455316,Daily Wire,The Daily Wire,2109,15
106372766264,NYS Democratic Senate Campaign Committee (DSCC),NYS Democratic Senate Campaign Committee,2105,7
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,2103,314
604742389649107,Seekers Notes: Hidden Mystery,These ads ran without a disclaimer,2102,2
127225910653607,PragerU,PragerU,2091,39
139398939438430,Left Action,Left Action LLC,2089,14
2116141045107743,Mike Garcia for Congress,Mike Garcia for Congress,2089,88
834645469890446,Devin Nunes,DEVIN NUNES CAMPAIGN COMMITTEE,2074,13
151757038879920,Alyse Galvin for Congress 2020,ALYSE FOR ALASKA,2072,21
22561081832,NRA Institute for Legislative Action,National Rifle Association of America,2069,12
110393153948638,Financial Help,Common Acquire,2066,12
2524348974282124,Piedmont Rising,Piedmont Rising,2062,5
119214183247454,Montana Hunters and Anglers Leadership Fund,Montana Hunters and Anglers Leadership Fund,2061,6
209516845093,NRDC Action Fund,NRDC Action Fund,2060,207
330648134122956,New Direction New Jersey,New Direction New Jersey,2052,13
6691963292,Jeanne Shaheen,SHAHEEN FOR SENATE,2051,36
560140464159364,Stand for the 2nd Amendment,SFT2 Tactical Supply,2048,77
125907387426944,Edelson P.C.,Edelson PC,2041,12
350692761610088,Matt Cartwright for U.S. Congress,CARTWRIGHT FOR CONGRESS,2034,47
868714723227266,Faith in Public Life Action,Faith in Public Life Action Fund,2018,8
293521930164,Planned Parenthood Votes New Mexico,Planned Parenthood Votes New Mexico Independent Expenditure Committee,2018,24
223081084566382,Spectrum News San Antonio,Spectrum News,2016,15
132080770746239,Felicia French for Arizona,French for Arizona. Authorized by Felicia French.,2015,18
514167322309353,Dan Crenshaw,Crenshaw For Congress,2007,12
108073649248029,The CLEO Institute,The CLEO Institute Inc,2000,16
511316389237792,Delicious Foods By Jan,mabu.uk.com,1996,1
244929708853349,Spotify,Spotify USA Inc.,1991,29
102757624532911,NYC Mayor's Public Engagement Unit,City of New York,1986,5
101434364933742,GreenFraud for IA,NRSC,1986,2
198559607605482,Gunnigle 2020,Gunnigle 2020,1985,8
210820618956311,Community Change Action,Win Justice,1981,36
163737697799356,Justice Brett Busby,Brett Busby Campaign,1980,21
138644937392,SEIU California,SEIU California,1970,10
111109760748852,African American Priorities 2020,DCCC,1966,30
1505244559517282,Colin Allred,COLIN ALLRED FOR CONGRESS,1960,111
44705166993,Vote.org,Vote.Org,1957,9
108228897468271,Superfeed,Feedme Inc.,1956,194
143729616392084,Van Drew for Congress,Van Drew for Congress,1944,18
104005704506305,Public Safety Advocates,"Honest Governance PAC, Opposing Joel Anderson for Supervisor 2020",1943,2
433919203362871,Bird + Stone,BIRD & STONE INC,1934,53
101872814970906,Go Forward,Gwinnett Transit Education Forum Inc.,1930,50
110339484041212,Voices of Arizona,ProgressNow AZ,1928,26
219612384781411,Bloomberg Philanthropies,Bloomberg Philanthropies,1928,188
370099376346078,Americans for Prosperity New Hampshire,AMERICANS FOR PROSPERITY,1928,15
404929222888251,Conservation Colorado,Conservation Colorado,1923,19
104670988063783,Radical Robyn Vining,American Federation for Children Action Fund – WI IE Committee,1912,1
116789554394,Illinois House Republican Organization,Illinois House Republican Organization,1911,8
1156676274461345,Mikie Sherrill,MIKIE SHERRILL FOR CONGRESS,1907,8
868259909915525,Susie Lee,Susie Lee for Congress,1906,78
108385597553152,Working People's Platform,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),1904,15
133650406967,Scott Wiener,Re-Elect Scott Wiener for State Senate 2020. FPPC #1392654.,1900,4
225507764589310,Dean Phillips for Congress,DEAN PHILLIPS FOR CONGRESS,1899,26
16477459734,League of Conservation Voters,"LEAGUE OF CONSERVATION VOTERS, INC",1898,71
137340530379463,Sri for Congress 2020,SRI FOR CONGRESS,1896,43
717022005384027,BIOAction,BIOTECHNOLOGY INNOVATION ORGANIZATION,1877,12
